id,order_id,product_id,quantity,order_date,net_price
280,93,6,2,10/8/2024,13
281,93,3,3,10/8/2024,40.5
282,93,4,3,10/8/2024,45
283,93,10,1,10/8/2024,9
284,94,4,2,6/22/2025,30
285,94,5,3,6/22/2025,21
286,94,6,1,6/22/2025,6.5
287,94,8,1,6/22/2025,11.5
288,94,10,3,6/22/2025,27
289,95,7,2,10/17/2024,17
290,95,8,1,10/17/2024,11.5
291,95,1,1,10/17/2024,12
292,95,2,2,10/17/2024,28
293,96,7,3,12/27/2024,25.5
294,96,1,3,12/27/2024,36
295,96,8,2,12/27/2024,23
296,96,3,1,12/27/2024,13.5
297,97,9,2,6/4/2025,26
298,97,7,2,6/4/2025,17
299,97,5,3,6/4/2025,21
300,98,6,2,11/21/2024,13
301,98,10,2,11/21/2024,18
302,98,7,3,11/21/2024,25.5
303,98,8,3,11/21/2024,34.5
304,98,3,3,11/21/2024,40.5
305,99,5,3,6/12/2025,21
306,99,9,1,6/12/2025,13
307,99,7,1,6/12/2025,8.5
308,99,3,3,6/12/2025,40.5
309,99,2,3,6/12/2025,42
310,100,7,2,10/22/2024,17
311,101,2,1,6/10/2025,14
312,101,6,1,6/10/2025,6.5
313,102,8,1,11/18/2024,11.5
314,102,2,3,11/18/2024,42
315,102,3,3,11/18/2024,40.5
316,102,1,2,11/18/2024,24
317,103,1,1,4/15/2025,12
318,103,7,3,4/15/2025,25.5
319,103,10,1,4/15/2025,9
320,103,4,3,4/15/2025,45
321,103,2,2,4/15/2025,28
322,104,10,2,3/9/2025,18
323,104,8,1,3/9/2025,11.5
324,104,4,3,3/9/2025,45
325,104,5,1,3/9/2025,7
326,105,8,1,3/21/2025,11.5
327,105,5,1,3/21/2025,7
328,105,9,2,3/21/2025,26
329,105,3,3,3/21/2025,40.5
330,105,10,3,3/21/2025,27
331,106,8,1,10/29/2024,11.5
332,107,9,3,4/14/2025,39
333,107,3,3,4/14/2025,40.5
334,107,7,1,4/14/2025,8.5
335,108,2,3,2/10/2025,42
336,108,10,2,2/10/2025,18
337,108,4,1,2/10/2025,15
338,109,8,1,5/17/2025,11.5
339,110,10,3,11/12/2024,27
340,111,4,1,6/25/2025,15
341,111,6,3,6/25/2025,19.5
342,111,5,3,6/25/2025,21
343,111,10,2,6/25/2025,18
344,112,9,3,6/8/2025,39
345,112,7,1,6/8/2025,8.5
346,112,5,1,6/8/2025,7
347,113,6,2,5/22/2025,13
348,113,5,3,5/22/2025,21
349,113,1,2,5/22/2025,24
350,113,8,3,5/22/2025,34.5
351,114,7,3,4/17/2025,25.5
352,115,5,2,12/14/2024,14
353,115,4,3,12/14/2024,45
354,116,2,3,10/28/2024,42
355,116,5,2,10/28/2024,14
356,116,9,1,10/28/2024,13
357,116,3,1,10/28/2024,13.5
358,117,1,1,6/11/2025,12
359,117,6,3,6/11/2025,19.5
360,117,4,3,6/11/2025,45
361,117,7,3,6/11/2025,25.5
362,117,8,1,6/11/2025,11.5
363,118,3,1,11/9/2024,13.5
364,118,6,2,11/9/2024,13
365,119,1,2,3/7/2025,24
366,119,2,1,3/7/2025,14
367,119,10,1,3/7/2025,9
368,120,6,1,12/4/2024,6.5
369,120,3,3,12/4/2024,40.5
370,120,4,2,12/4/2024,30
371,120,9,2,12/4/2024,26
372,121,10,1,3/29/2025,9
373,121,5,3,3/29/2025,21
374,121,1,3,3/29/2025,36
375,121,9,1,3/29/2025,13
376,121,6,1,3/29/2025,6.5
377,122,3,2,1/22/2025,27
378,122,5,2,1/22/2025,14
379,122,7,1,1/22/2025,8.5
380,123,1,1,12/17/2024,12
381,124,7,3,4/10/2025,25.5
382,124,1,3,4/10/2025,36
383,124,10,2,4/10/2025,18
384,124,9,2,4/10/2025,26
385,125,3,2,11/2/2024,27
386,125,6,3,11/2/2024,19.5
387,125,9,2,11/2/2024,26
388,125,7,1,11/2/2024,8.5
389,126,5,3,11/6/2024,21
390,127,3,3,12/16/2024,40.5
391,127,7,2,12/16/2024,17
392,127,1,3,12/16/2024,36
393,127,2,1,12/16/2024,14
394,127,6,1,12/16/2024,6.5
395,128,7,2,10/6/2024,17
396,128,2,1,10/6/2024,14
397,128,1,3,10/6/2024,36
398,129,4,1,12/5/2024,15
399,129,6,3,12/5/2024,19.5
400,129,5,1,12/5/2024,7
401,130,5,1,10/6/2024,7
402,130,10,2,10/6/2024,18
403,131,1,2,2/13/2025,24
404,131,4,2,2/13/2025,30
405,131,7,1,2/13/2025,8.5
406,131,9,1,2/13/2025,13
407,131,6,2,2/13/2025,13
408,132,10,3,11/14/2024,27
409,132,2,2,11/14/2024,28
410,132,7,2,11/14/2024,17
411,132,3,3,11/14/2024,40.5
412,133,5,1,10/7/2024,7
413,133,7,1,10/7/2024,8.5
414,133,4,2,10/7/2024,30
415,134,5,3,1/10/2025,21
416,134,7,1,1/10/2025,8.5
417,135,7,2,3/22/2025,17
418,135,9,3,3/22/2025,39
419,135,6,1,3/22/2025,6.5
420,136,2,1,2/13/2025,14
421,136,1,2,2/13/2025,24
422,136,10,1,2/13/2025,9
423,136,9,2,2/13/2025,26
424,137,5,2,6/11/2025,14
425,137,7,1,6/11/2025,8.5
426,137,6,3,6/11/2025,19.5
427,137,4,2,6/11/2025,30
428,137,9,3,6/11/2025,39
429,138,6,1,6/13/2025,6.5
430,138,9,2,6/13/2025,26
431,138,8,2,6/13/2025,23
432,139,9,1,12/24/2024,13
433,139,4,1,12/24/2024,15
434,139,5,1,12/24/2024,7
435,140,9,2,3/29/2025,26
436,140,1,2,3/29/2025,24
437,140,10,2,3/29/2025,18
438,141,4,3,10/21/2024,45
439,141,2,2,10/21/2024,28
440,141,6,3,10/21/2024,19.5
441,142,5,2,12/8/2024,14
442,142,10,1,12/8/2024,9
443,142,3,3,12/8/2024,40.5
444,143,4,1,6/27/2025,15
445,143,2,2,6/27/2025,28
446,144,5,1,12/25/2024,7
447,144,1,3,12/25/2024,36
448,145,3,2,6/20/2025,27
449,145,6,1,6/20/2025,6.5
450,145,5,3,6/20/2025,21
451,145,4,3,6/20/2025,45
452,145,7,1,6/20/2025,8.5
453,146,8,2,4/12/2025,23
454,147,5,3,1/24/2025,21
455,148,6,1,12/26/2024,6.5
456,148,2,1,12/26/2024,14
457,148,8,3,12/26/2024,34.5
458,148,9,3,12/26/2024,39
459,148,5,1,12/26/2024,7
460,149,7,3,1/24/2025,25.5
461,149,10,1,1/24/2025,9
462,149,9,3,1/24/2025,39
463,150,9,3,10/16/2024,39
464,150,10,1,10/16/2024,9
465,150,2,1,10/16/2024,14
466,150,6,2,10/16/2024,13
467,150,3,1,10/16/2024,13.5
468,151,3,1,2/17/2025,13.5
469,151,9,3,2/17/2025,39
470,151,2,2,2/17/2025,28
471,151,10,3,2/17/2025,27
472,152,6,3,10/13/2024,19.5
473,153,1,3,3/29/2025,36
474,153,8,1,3/29/2025,11.5
475,153,3,3,3/29/2025,40.5
476,154,1,1,1/14/2025,12
477,155,3,2,5/5/2025,27
478,155,8,2,5/5/2025,23
479,155,9,2,5/5/2025,26
480,155,6,3,5/5/2025,19.5
481,156,9,1,5/5/2025,13
482,156,4,1,5/5/2025,15
483,156,7,1,5/5/2025,8.5
484,157,5,2,6/15/2025,14
485,157,1,1,6/15/2025,12
486,157,8,2,6/15/2025,23
487,157,7,2,6/15/2025,17
488,157,4,1,6/15/2025,15
489,158,5,2,6/13/2025,14
490,158,10,1,6/13/2025,9
491,159,9,1,1/14/2025,13
492,159,2,1,1/14/2025,14
493,159,8,1,1/14/2025,11.5
494,159,5,1,1/14/2025,7
495,159,3,2,1/14/2025,27
496,160,8,1,4/17/2025,11.5
497,160,7,1,4/17/2025,8.5
498,160,3,1,4/17/2025,13.5
499,160,9,3,4/17/2025,39
500,161,1,3,4/27/2025,36
501,161,5,2,4/27/2025,14
502,161,10,2,4/27/2025,18
503,161,4,3,4/27/2025,45
504,162,6,1,4/29/2025,6.5
505,163,6,3,12/12/2024,19.5
506,163,2,2,12/12/2024,28
507,163,1,2,12/12/2024,24
508,164,1,3,6/1/2025,36
509,164,10,1,6/1/2025,9
510,164,7,3,6/1/2025,25.5
511,165,5,2,10/19/2024,14
512,166,1,1,4/19/2025,12
513,166,9,3,4/19/2025,39
514,166,2,3,4/19/2025,42
515,167,9,2,3/30/2025,26
516,167,8,2,3/30/2025,23
517,167,3,3,3/30/2025,40.5
518,168,1,1,5/9/2025,12
519,168,3,1,5/9/2025,13.5
520,168,4,3,5/9/2025,45
521,168,2,1,5/9/2025,14
522,169,2,2,6/11/2025,28
523,169,8,1,6/11/2025,11.5
524,169,6,3,6/11/2025,19.5
525,170,7,1,5/27/2025,8.5
526,171,5,2,11/9/2024,14
527,171,9,2,11/9/2024,26
528,171,6,3,11/9/2024,19.5
529,171,4,1,11/9/2024,15
530,172,3,3,4/24/2025,40.5
531,172,6,1,4/24/2025,6.5
532,173,6,1,4/29/2025,6.5
533,173,5,3,4/29/2025,21
534,173,7,2,4/29/2025,17
535,174,6,2,2/6/2025,13
536,175,6,1,1/16/2025,6.5
537,176,4,3,1/3/2025,45
538,177,8,1,2/27/2025,11.5
539,178,8,3,10/22/2024,34.5
540,178,6,1,10/22/2024,6.5
541,178,2,3,10/22/2024,42
542,178,5,2,10/22/2024,14
543,179,10,1,6/10/2025,9
544,179,8,1,6/10/2025,11.5
545,179,2,3,6/10/2025,42
546,179,6,3,6/10/2025,19.5
547,180,1,2,4/7/2025,24
548,180,10,3,4/7/2025,27
549,180,5,3,4/7/2025,21
550,180,9,3,4/7/2025,39
551,180,2,3,4/7/2025,42
552,181,3,3,11/17/2024,40.5
553,181,10,1,11/17/2024,9
554,181,7,3,11/17/2024,25.5
555,181,4,1,11/17/2024,15
556,181,9,1,11/17/2024,13
557,182,3,2,4/11/2025,27
558,182,10,3,4/11/2025,27
559,182,8,1,4/11/2025,11.5
560,182,1,1,4/11/2025,12
561,183,1,1,1/18/2025,12
562,183,7,1,1/18/2025,8.5
563,183,5,3,1/18/2025,21
564,183,3,3,1/18/2025,40.5
565,183,10,3,1/18/2025,27
566,184,8,1,4/5/2025,11.5
567,184,4,3,4/5/2025,45
568,184,2,3,4/5/2025,42
569,184,6,2,4/5/2025,13
570,184,5,2,4/5/2025,14
571,185,5,1,2/9/2025,7
572,185,1,2,2/9/2025,24
573,185,6,1,2/9/2025,6.5
574,185,3,3,2/9/2025,40.5
575,186,8,2,3/3/2025,23
576,186,3,2,3/3/2025,27
577,187,2,3,4/4/2025,42
578,187,5,1,4/4/2025,7
579,188,3,3,1/20/2025,40.5
580,188,7,3,1/20/2025,25.5
581,189,4,2,4/19/2025,30
582,189,5,1,4/19/2025,7
583,189,9,3,4/19/2025,39
584,189,3,3,4/19/2025,40.5
585,189,2,3,4/19/2025,42
586,190,1,2,2/22/2025,24
587,190,2,2,2/22/2025,28
588,190,7,1,2/22/2025,8.5
589,190,9,2,2/22/2025,26
590,190,4,1,2/22/2025,15
591,191,10,1,6/3/2025,9
592,191,4,1,6/3/2025,15
593,191,1,2,6/3/2025,24
594,191,7,2,6/3/2025,17
595,191,3,2,6/3/2025,27
596,192,6,1,12/5/2024,6.5
597,192,2,3,12/5/2024,42
598,192,8,3,12/5/2024,34.5
599,192,9,3,12/5/2024,39
600,192,5,2,12/5/2024,14
601,193,2,1,5/23/2025,14
602,193,7,3,5/23/2025,25.5
603,193,9,1,5/23/2025,13
604,194,9,3,6/26/2025,39
605,195,9,3,4/3/2025,39
606,195,2,1,4/3/2025,14
607,195,6,2,4/3/2025,13
608,195,10,3,4/3/2025,27
609,195,1,2,4/3/2025,24
610,196,6,2,4/23/2025,13
611,196,7,2,4/23/2025,17
612,196,5,2,4/23/2025,14
613,196,8,1,4/23/2025,11.5
614,197,10,1,5/31/2025,9
615,198,7,2,2/4/2025,17
616,199,5,3,12/3/2024,21
617,200,10,1,2/17/2025,9
618,201,10,2,2/25/2025,18
619,201,8,1,2/25/2025,11.5
620,201,5,1,2/25/2025,7
621,202,1,1,12/22/2024,12
622,202,9,1,12/22/2024,13
623,202,3,2,12/22/2024,27
624,202,8,1,12/22/2024,11.5
625,202,5,2,12/22/2024,14
626,203,2,3,12/21/2024,42
627,204,3,3,2/9/2025,40.5
628,205,4,2,10/14/2024,30
629,205,5,2,10/14/2024,14
630,205,10,2,10/14/2024,18
631,205,3,3,10/14/2024,40.5
632,205,2,2,10/14/2024,28
633,206,8,1,11/15/2024,11.5
634,206,10,2,11/15/2024,18
635,206,9,2,11/15/2024,26
636,207,4,2,3/16/2025,30
637,207,5,2,3/16/2025,14
638,207,7,1,3/16/2025,8.5
639,208,9,3,4/2/2025,39
640,208,3,3,4/2/2025,40.5
641,208,7,2,4/2/2025,17
642,208,2,2,4/2/2025,28
643,208,4,1,4/2/2025,15
644,209,9,3,4/2/2025,39
645,210,3,1,4/7/2025,13.5
646,210,8,3,4/7/2025,34.5
647,210,10,3,4/7/2025,27
648,210,9,3,4/7/2025,39
649,210,6,1,4/7/2025,6.5
650,211,6,3,5/20/2025,19.5
651,211,2,3,5/20/2025,42
652,211,4,2,5/20/2025,30
653,212,4,1,6/11/2025,15
654,213,9,2,11/16/2024,26
655,213,2,2,11/16/2024,28
656,213,7,3,11/16/2024,25.5
657,213,6,3,11/16/2024,19.5
658,213,10,2,11/16/2024,18
659,214,2,1,3/24/2025,14
660,214,5,1,3/24/2025,7
661,214,6,2,3/24/2025,13
662,214,7,1,3/24/2025,8.5
663,214,9,3,3/24/2025,39
664,215,10,2,1/17/2025,18
665,215,9,3,1/17/2025,39
666,215,3,2,1/17/2025,27
667,215,2,2,1/17/2025,28
668,216,2,3,12/27/2024,42
669,216,8,3,12/27/2024,34.5
670,216,9,3,12/27/2024,39
671,216,3,2,12/27/2024,27
672,217,9,1,1/3/2025,13
673,217,8,2,1/3/2025,23
674,217,4,1,1/3/2025,15
675,218,2,3,2/5/2025,42
676,219,3,3,6/14/2025,40.5
677,219,5,1,6/14/2025,7
678,220,8,2,1/15/2025,23
679,220,4,1,1/15/2025,15
680,220,6,1,1/15/2025,6.5
681,221,1,1,11/3/2024,12
682,221,5,1,11/3/2024,7
683,221,9,2,11/3/2024,26
684,222,7,3,10/12/2024,25.5
685,223,4,1,1/12/2025,15
686,224,6,1,12/5/2024,6.5
687,224,10,2,12/5/2024,18
688,224,4,1,12/5/2024,15
689,224,1,2,12/5/2024,24
690,225,8,1,12/27/2024,11.5
691,226,6,1,3/23/2025,6.5
692,226,9,1,3/23/2025,13
693,227,2,3,1/9/2025,42
694,227,1,2,1/9/2025,24
695,228,9,2,5/22/2025,26
696,228,3,3,5/22/2025,40.5
697,228,1,2,5/22/2025,24
698,228,6,3,5/22/2025,19.5
699,229,1,3,5/28/2025,36
700,229,5,3,5/28/2025,21
701,230,6,1,6/28/2025,6.5
702,230,9,2,6/28/2025,26
703,230,1,3,6/28/2025,36
704,230,5,2,6/28/2025,14
705,230,4,2,6/28/2025,30
706,231,1,3,1/17/2025,36
707,231,10,2,1/17/2025,18
708,231,3,1,1/17/2025,13.5
709,231,7,2,1/17/2025,17
710,231,9,2,1/17/2025,26
711,232,1,2,5/26/2025,24
712,232,5,2,5/26/2025,14
713,232,10,3,5/26/2025,27
714,232,3,1,5/26/2025,13.5
715,233,6,2,4/1/2025,13
716,233,2,1,4/1/2025,14
717,233,4,3,4/1/2025,45
718,234,3,3,12/23/2024,40.5
719,234,1,1,12/23/2024,12
720,235,2,1,4/9/2025,14
721,235,3,3,4/9/2025,40.5
722,235,1,1,4/9/2025,12
723,236,4,2,2/10/2025,30
724,236,1,3,2/10/2025,36
725,236,9,1,2/10/2025,13
726,236,2,3,2/10/2025,42
727,236,7,1,2/10/2025,8.5
728,237,3,1,3/21/2025,13.5
729,237,1,1,3/21/2025,12
730,237,8,3,3/21/2025,34.5
731,238,2,1,6/21/2025,14
732,238,1,3,6/21/2025,36
733,238,9,1,6/21/2025,13
734,239,1,2,12/29/2024,24
735,239,7,1,12/29/2024,8.5
736,240,5,1,12/12/2024,7
737,240,2,2,12/12/2024,28
738,241,6,2,1/28/2025,13
739,241,1,1,1/28/2025,12
740,241,3,1,1/28/2025,13.5
741,242,6,2,3/2/2025,13
742,242,5,1,3/2/2025,7
743,242,3,1,3/2/2025,13.5
744,242,2,3,3/2/2025,42
745,242,9,2,3/2/2025,26
746,243,3,3,4/23/2025,40.5
747,243,6,1,4/23/2025,6.5
748,243,1,3,4/23/2025,36
749,243,2,2,4/23/2025,28
750,243,7,1,4/23/2025,8.5
751,244,7,2,10/25/2024,17
752,244,4,3,10/25/2024,45
753,244,3,3,10/25/2024,40.5
754,244,5,1,10/25/2024,7
755,245,9,3,10/9/2024,39
756,245,10,1,10/9/2024,9
757,245,4,1,10/9/2024,15
758,245,8,3,10/9/2024,34.5
759,245,3,2,10/9/2024,27
760,246,3,2,11/4/2024,27
761,247,4,3,6/5/2025,45
762,247,6,2,6/5/2025,13
763,247,2,1,6/5/2025,14
764,248,4,3,5/11/2025,45
765,248,3,2,5/11/2025,27
766,248,9,2,5/11/2025,26
767,248,2,3,5/11/2025,42
768,248,10,2,5/11/2025,18
769,249,5,3,10/6/2024,21
770,249,7,3,10/6/2024,25.5
771,249,2,1,10/6/2024,14
772,249,4,3,10/6/2024,45
773,249,6,3,10/6/2024,19.5
774,250,9,1,4/1/2025,13
775,250,10,1,4/1/2025,9
776,250,7,3,4/1/2025,25.5
777,250,4,3,4/1/2025,45
778,251,5,1,5/8/2025,7
779,251,2,1,5/8/2025,14
780,251,7,1,5/8/2025,8.5
781,252,5,2,12/10/2024,14
782,253,6,2,6/15/2025,13
783,253,3,1,6/15/2025,13.5
784,253,8,3,6/15/2025,34.5
785,254,2,3,1/17/2025,42
786,254,9,1,1/17/2025,13
787,254,4,2,1/17/2025,30
788,254,10,1,1/17/2025,9
789,254,6,1,1/17/2025,6.5
790,255,5,1,5/9/2025,7
791,255,6,1,5/9/2025,6.5
792,256,8,3,6/15/2025,34.5
793,256,9,2,6/15/2025,26
794,256,6,3,6/15/2025,19.5
